Тик,Уик,Количество избирателей,Полученные бюллетени,Выданные бюллетени в помещении,Выданные бюллетени вне помещения,Погашенные бюллетени,Число бюллетеней в переносных,Число бюллетеней в стационарных,Недействительные бюллетени,Действительные бюллетени,Утраченные бюллетени,Неучтенные бюллетени,Амосов,Беглов,Тихонова
19,1302,2513,2500,1051,31,1418,31,1047,7,1071,0,0,186,770,115
19,1303,2351,2000,842,19,1139,19,840,10,849,0,0,120,589,140
19,1304,1270,1000,545,27,428,27,542,3,566,0,0,98,388,80
19,1305,1476,1200,607,44,549,44,604,2,646,0,0,108,431,107
19,1306,1528,1500,598,73,829,73,591,5,659,0,0,134,451,74
19,1307,2452,2000,870,85,1045,85,867,12,940,0,0,124,671,145
19,1308,2151,2000,520,17,1463,17,517,35,499,0,0,106,304,89
19,1309,2330,2000,1111,54,835,54,1108,4,1158,0,0,70,1031,57
19,1310,1276,1000,523,41,436,41,520,3,558,0,0,90,385,83
19,1311,1331,1000,721,38,241,38,719,2,755,0,0,92,591,72
19,1312,1430,1200,548,32,620,32,544,3,573,0,0,102,402,69
19,1313,2030,2000,881,26,1093,26,876,4,898,0,0,128,623,147
19,1314,1680,1500,682,43,775,43,680,1,722,0,0,111,492,119
19,1315,1314,1000,508,36,456,36,506,2,540,0,0,79,381,80
19,1316,2352,2000,874,63,1063,63,872,3,932,0,0,101,673,158
19,1317,2083,2000,863,35,1102,35,859,2,892,0,0,120,614,158
19,1318,1912,1500,824,21,655,21,823,3,841,0,0,141,586,114
19,1319,2365,2000,883,50,1067,50,881,4,927,0,0,120,652,155
19,1320,1717,1500,687,38,775,38,684,2,720,0,0,95,502,123
19,1321,1697,1500,679,35,786,35,676,2,709,0,0,59,520,130
19,1322,2190,2000,892,37,1071,37,890,7,920,0,0,154,635,131
19,1323,1840,1500,689,40,771,40,679,3,716,0,0,74,521,121
19,1324,1056,1000,485,12,503,12,484,1,495,0,0,51,348,96
19,1325,1730,1500,772,39,689,39,770,4,805,0,0,102,610,93
19,1326,1495,1200,675,29,496,29,673,6,696,0,0,70,531,95
19,1327,1540,1500,704,41,755,41,703,4,740,0,0,95,562,83
19,1328,1660,1500,1052,38,410,38,1047,5,1080,0,0,62,904,114
19,1329,1998,1500,890,51,559,51,887,7,931,0,0,140,699,92
19,1330,1670,1500,1040,87,373,87,1039,2,1124,0,0,112,949,63
19,1331,1070,1000,503,21,476,21,502,2,521,0,0,56,415,50
19,1332,1710,1500,768,80,652,80,767,7,840,0,0,81,659,100
19,1333,1067,1000,719,25,256,25,718,2,741,0,0,45,640,56
19,1334,1050,1000,420,23,557,23,419,3,439,0,0,49,325,65
19,1335,1910,1500,884,45,571,45,882,4,923,0,0,131,682,110
19,1336,2390,2000,576,16,1408,16,576,25,567,0,0,130,327,110
19,1337,2710,2500,1202,69,1229,69,1201,5,1265,0,0,195,930,140
19,1338,2065,2000,1138,55,807,55,1136,4,1187,0,0,103,963,121
19,1339,1870,1500,1132,61,307,61,1131,6,1186,0,0,117,953,116
19,1340,2042,2000,995,57,948,57,993,5,1045,0,0,136,790,119
19,1341,1930,1500,802,61,637,61,801,3,859,0,0,102,640,117
19,1342,1685,1500,745,35,720,35,744,3,776,0,0,126,565,85
19,1343,2470,2000,1050,63,887,63,1047,6,1104,0,0,135,803,166
19,1344,2448,2000,501,100,1399,100,473,21,552,0,0,99,334,119
19,1345,1839,1500,349,99,1052,99,349,4,444,0,0,64,303,77
19,1346,2380,2000,950,52,998,52,949,3,998,0,0,141,730,127
19,1347,2120,2000,815,95,1090,95,812,2,905,0,0,212,586,107
19,1348,2397,2000,975,101,924,101,971,3,1069,0,0,156,790,123
19,1349,2889,2500,789,100,1611,100,771,15,856,0,0,128,591,137
19,1350,2361,2000,604,1,1395,1,591,24,568,0,0,105,310,153
19,1351,2905,2500,632,4,1864,4,632,16,620,0,0,158,299,163
19,1352,2255,2000,935,60,1005,60,934,2,992,0,0,124,711,157
19,1353,2850,2500,525,1,1974,1,524,9,516,0,0,115,215,186
19,1354,1720,1500,623,20,857,20,621,1,640,0,0,92,455,93
19,1355,136,147,136,0,11,0,136,3,133,0,0,17,85,31
20,1949,1780,1500,641,13,846,13,638,19,632,0,0,90,430,112
20,1950,2300,2000,848,31,1121,31,848,15,864,0,0,98,638,128
20,1951,2142,2000,708,19,1273,19,708,63,664,0,0,67,463,134
20,1952,1654,1500,698,5,797,5,698,19,684,0,0,71,531,82
20,1953,2648,2000,735,20,1245,20,735,29,726,0,0,114,442,170
20,1954,2255,2000,777,23,1200,23,777,28,772,0,0,91,562,119
20,1955,2011,1500,753,14,733,14,751,26,739,0,0,96,496,147
20,1956,1353,1000,393,9,598,9,392,12,389,0,0,71,236,82
20,1957,2412,2000,818,21,1161,21,815,29,807,0,0,136,508,163
20,1958,1623,1500,507,14,979,14,490,10,494,0,0,75,347,72
20,1959,2229,2000,723,14,1263,14,719,34,699,0,0,113,467,119
20,1960,2391,2000,822,22,1156,22,822,25,819,0,0,120,540,159
20,1961,2565,2000,849,24,1127,24,849,31,842,0,0,94,634,114
20,1962,2317,2000,769,26,1205,26,769,30,765,0,0,105,510,150
20,1963,2547,2000,801,34,1165,34,799,27,806,0,0,139,518,149
20,1964,1355,1000,533,10,457,10,533,22,521,0,0,80,349,92
20,1965,2014,1500,632,24,844,24,632,14,642,0,0,125,394,123
20,1966,2559,2000,799,21,1180,21,798,29,790,0,0,144,490,156
20,1967,1875,1500,565,68,867,68,563,28,603,0,0,106,379,118
20,1968,2535,2000,840,16,1144,16,840,14,842,0,0,129,593,120
20,1969,2067,2000,761,19,1220,19,761,23,757,0,0,127,470,160
20,1970,1494,1100,524,39,537,39,524,18,545,0,0,108,354,83
20,1971,1925,1500,617,5,878,5,616,13,608,0,0,99,342,167
20,1972,1614,1500,590,1,909,1,590,17,574,0,0,92,317,165
20,1973,1891,1500,572,40,888,40,572,25,587,0,0,91,375,121
20,1974,1946,1500,591,37,872,37,591,20,608,0,0,119,387,102
20,1975,1318,1000,384,54,562,54,384,17,421,0,0,64,270,87
20,1976,2167,2000,1210,18,772,18,1209,41,1186,0,0,257,650,279
20,1977,2582,2500,891,8,1601,8,891,25,874,0,0,102,628,144
20,1978,2477,2000,801,14,1185,14,801,32,783,0,0,134,493,156
20,1979,2065,1500,701,16,783,16,701,17,700,0,0,89,472,139
20,1980,1569,1500,528,5,967,5,526,21,510,0,0,75,319,116
20,1981,1673,1500,525,10,965,10,525,14,521,0,0,69,361,91
20,1982,1787,1500,548,36,916,36,548,13,571,0,0,54,416,101
20,1983,169,169,93,76,0,76,93,3,166,0,0,9,152,5
20,1984,2289,2000,842,32,1126,32,841,29,844,0,0,146,554,144
20,1985,1790,1500,603,23,874,23,603,22,604,0,0,119,380,105
20,1986,1590,1500,596,52,852,52,596,11,637,0,0,107,436,94
20,1987,308,305,134,139,32,139,134,15,258,0,0,15,227,16
20,1988,1555,1500,591,24,885,24,589,12,601,0,0,112,406,83
20,1989,1343,1000,466,96,438,96,466,12,550,0,0,82,382,86
20,1990,1228,1000,457,47,496,47,410,14,443,0,0,59,308,76
20,1991,964,1000,347,28,625,28,347,12,363,0,0,36,288,39
20,1992,2051,1500,798,29,673,29,798,39,788,0,0,135,475,178
20,1993,867,800,453,37,310,37,453,20,470,0,0,82,302,86
20,1994,2309,2000,724,19,1257,19,724,6,737,0,0,89,546,102
20,1995,2985,2500,740,27,1733,27,739,20,746,0,0,107,457,182
20,1996,2512,2000,896,7,1097,7,896,11,892,0,0,93,657,142
20,1997,1936,1500,514,27,959,27,512,20,519,0,0,81,317,121
20,1998,2312,2000,624,17,1359,17,624,14,627,0,0,90,378,159
20,1999,2050,1500,589,10,901,10,589,10,589,0,0,79,382,128
20,2000,2744,2000,660,25,1315,25,658,29,654,0,0,84,465,105
20,2001,2640,2500,695,97,1708,97,695,22,770,0,0,84,531,155
20,2002,1477,1000,543,9,448,9,543,11,541,0,0,100,291,150
20,2003,2598,2000,724,0,1276,0,724,22,702,0,0,119,385,198
20,2004,2382,2000,845,9,1146,9,845,34,820,0,0,115,488,217
20,2005,2415,2000,970,4,1026,4,970,16,958,0,0,75,774,109
20,2006,2552,2000,1018,2,980,2,1018,12,1008,0,0,106,702,200
20,2007,1865,1500,611,10,879,10,607,26,591,0,0,53,418,120
20,2008,2595,2000,865,6,1129,6,857,34,829,0,0,32,604,193
20,2009,1971,1500,645,6,849,6,645,21,630,0,0,83,394,153
20,2010,2466,2000,836,21,1143,21,836,18,839,0,0,180,497,162
20,2011,3033,2500,808,5,1687,5,808,15,798,0,0,106,482,210
20,2012,2548,2000,719,2,1279,2,719,27,694,0,0,77,443,174
20,2013,2637,2000,844,3,1153,3,842,33,812,0,0,106,473,233
20,2014,3004,2500,765,2,1733,2,765,15,752,0,0,91,425,236
20,2015,2759,2500,663,39,1798,39,662,18,683,0,0,82,459,142
20,2016,2411,2000,705,7,1288,7,705,23,689,0,0,90,380,219
20,2017,2559,2000,846,6,1148,6,846,31,821,0,0,86,544,191
20,2018,2992,2500,924,8,1568,8,923,21,910,0,0,84,604,222
20,2019,2113,2000,363,69,1568,69,363,10,422,0,0,30,323,69
20,2020,2088,1500,599,16,885,16,599,16,599,0,0,112,362,125
20,2021,2028,1500,549,27,924,27,549,19,557,0,0,53,400,104
20,2022,2515,2000,913,9,1078,9,913,12,910,0,0,115,625,170
20,2023,198,198,112,73,13,73,112,3,182,0,0,13,144,25
21,826,2683,2500,629,6,1865,6,629,29,606,0,0,101,343,162
21,827,1966,1500,445,14,1041,14,443,5,452,0,0,52,336,64
21,828,1903,1500,521,19,960,19,520,13,526,0,0,50,405,71
21,829,2005,2000,507,17,1476,17,507,12,512,0,0,42,393,77
21,830,2028,2000,572,16,1412,16,571,13,574,0,0,68,421,85
21,831,2235,2000,571,10,1419,10,571,18,563,0,0,64,427,72
21,832,1995,1500,534,6,960,6,533,8,531,0,0,58,415,58
21,833,2051,2000,564,2,1434,2,564,13,553,0,0,60,426,67
21,834,1885,1500,513,10,977,10,511,15,506,0,0,39,401,66
21,835,2531,2500,655,10,1835,10,655,12,653,0,0,77,491,85
21,836,2256,2000,610,10,1380,10,610,18,602,0,0,71,447,84
21,837,2425,2000,533,6,1461,6,533,18,521,0,0,39,419,63
21,838,2166,2000,612,8,1380,8,610,20,598,0,0,69,442,87
21,839,2395,2000,645,9,1346,9,645,12,642,0,0,69,469,104
21,840,2302,2000,683,10,1307,10,683,22,671,0,0,86,481,104
21,841,2071,2000,620,9,1371,9,620,9,620,0,0,55,482,83
21,842,2239,2000,619,17,1364,17,617,14,620,0,0,92,429,99
21,843,1283,1000,293,8,699,8,293,11,290,0,0,26,228,36
21,844,2560,2500,713,8,1779,8,710,23,695,0,0,69,536,90
21,845,2385,2000,711,15,1274,15,711,20,706,0,0,69,553,84
21,846,2291,2000,599,14,1387,14,598,22,590,0,0,85,393,112
21,847,2301,2000,635,8,1357,8,635,18,625,0,0,71,455,99
21,848,1980,1500,458,11,1031,11,458,17,452,0,0,54,334,64
21,849,2284,2000,568,9,1423,9,568,10,567,0,0,64,396,107
21,850,2274,2000,570,9,1421,9,570,15,564,0,0,76,398,90
21,851,2184,2000,625,13,1362,13,625,13,625,0,0,71,452,102
21,852,2190,2000,487,13,1500,13,487,8,492,0,0,47,367,78
21,853,2176,2000,480,27,1493,27,480,10,497,0,0,62,371,64
21,854,2184,2000,564,23,1413,23,564,8,579,0,0,77,409,93
21,855,2173,2000,565,21,1414,21,565,13,573,0,0,85,420,68
21,856,2075,2000,582,12,1406,12,580,13,579,0,0,62,427,90
21,857,2320,2000,611,6,1383,6,611,18,599,0,0,70,442,87
21,858,2074,2000,590,14,1396,14,590,12,592,0,0,52,464,76
21,859,2170,2000,591,12,1397,12,579,11,580,0,0,67,431,82
21,860,2310,2000,576,12,1412,12,574,15,571,0,0,50,427,94
21,861,2069,2000,594,20,1386,20,594,16,598,0,0,62,446,90
21,862,1834,1500,519,10,971,10,519,20,509,0,0,42,376,91
21,863,1920,1500,530,12,958,12,530,22,520,0,0,59,379,82
21,864,1954,1500,546,12,942,12,546,9,549,0,0,63,395,91
21,865,2288,2000,545,4,1451,4,545,10,539,0,0,77,384,78
21,866,2001,2000,459,7,1534,0,459,11,448,0,0,56,320,72
21,867,1939,1500,419,14,1067,14,418,7,425,0,0,60,302,63
21,868,1900,1500,482,10,1008,10,482,9,483,0,0,42,364,77
21,869,1916,1500,503,8,989,8,501,12,497,0,0,70,357,70
21,870,2044,2000,470,4,1526,4,467,11,460,0,0,56,331,73
21,871,1925,1500,465,17,1018,17,465,9,473,0,0,49,352,72
21,872,1765,1500,353,5,1142,5,353,12,346,0,0,53,232,61
21,873,2199,2000,571,18,1411,8,563,9,562,0,0,47,411,104
21,874,2472,2000,491,7,1502,7,491,7,491,0,0,46,376,69
21,875,3388,3000,678,18,2304,18,676,14,680,0,0,43,537,100
21,876,1118,1000,464,8,528,8,464,20,452,0,0,41,337,74
21,877,1761,1500,525,14,961,14,525,6,533,0,0,51,409,73
21,878,1576,1500,489,25,986,25,489,11,503,0,0,55,383,65
21,879,1635,1500,440,9,1051,9,440,10,439,0,0,38,329,72
21,880,1458,1000,367,17,616,17,367,8,376,0,0,38,260,78
21,881,1396,1000,657,57,286,57,657,26,688,0,0,97,493,98
21,882,1883,1500,491,9,1000,9,490,21,478,0,0,53,352,73
21,883,2074,2000,514,10,1476,9,514,7,516,0,0,67,363,86
21,884,1970,1500,492,15,993,15,492,13,494,0,0,77,338,79
21,885,1879,1500,439,33,1028,33,438,6,465,0,0,58,340,67
21,886,2077,2000,593,6,1401,6,593,12,587,0,0,69,411,107
21,887,2335,2000,545,5,1450,5,544,14,535,0,0,54,378,103
21,888,1782,1500,503,17,980,17,503,15,505,0,0,74,355,76
21,889,1792,1500,547,9,944,9,547,19,537,0,0,81,367,89
21,890,1678,1500,501,5,994,5,501,8,498,0,0,62,345,91
21,891,2212,2000,556,6,1438,6,556,6,556,0,0,74,357,125
21,892,1243,1000,743,34,223,25,741,32,734,0,0,99,501,134
21,893,190,500,0,189,311,189,0,5,184,0,0,17,148,19
21,894,2686,3000,2684,0,316,0,2684,0,2684,0,0,62,2542,80
21,2343,76,200,63,13,124,13,63,1,75,0,0,8,64,3
21,2345,178,250,96,1,153,1,96,4,93,0,0,0,88,5
21,2370,1271,1500,837,5,658,5,837,13,829,0,0,39,719,71
21,2371,148,150,110,0,40,0,110,1,109,0,0,7,93,9
21,2372,204,250,145,3,102,3,145,3,145,0,0,5,129,11
22,330,2137,1500,549,8,943,8,549,19,538,0,0,118,290,130
22,331,1048,1000,308,5,687,5,308,6,307,0,0,84,163,60
22,332,2127,1500,613,4,883,4,612,17,599,0,0,149,313,137
22,333,2246,2000,537,6,1457,6,536,9,533,0,0,68,371,94
22,334,2907,2500,1259,9,1229,9,1254,50,1213,3,0,144,878,191
22,335,1182,1000,361,5,634,5,361,14,352,0,0,98,186,68
22,336,1882,1500,533,5,962,5,532,15,522,0,0,115,320,87
22,337,1813,1500,376,11,1114,11,373,10,374,3,4,90,216,68
22,338,1568,1500,415,11,1074,11,415,18,408,0,0,79,239,90
22,339,1600,1500,342,1,1157,1,342,21,322,0,0,72,170,80
22,340,1552,1500,455,14,1031,14,455,15,454,0,0,138,219,97
22,341,1866,1500,452,12,1036,12,441,2,451,0,0,115,243,93
22,342,1892,1500,529,15,956,15,526,17,524,0,0,123,309,92
22,343,3537,4000,3523,0,477,0,3523,0,3523,0,0,23,3451,49
22,344,2015,1500,564,16,920,16,563,18,561,0,0,154,339,68
22,345,1783,1500,653,15,832,15,651,14,652,0,0,186,342,124
22,346,1704,1500,496,12,992,12,496,17,491,0,0,133,271,87
22,347,2225,2000,713,19,1268,19,707,22,704,0,0,191,380,133
22,348,2066,1500,622,22,856,22,619,19,622,0,0,132,346,144
22,349,1603,1500,588,15,897,15,587,24,578,0,0,208,269,101
22,350,2278,2000,756,10,1234,10,753,29,734,0,0,180,421,133
22,351,1614,1500,440,9,1051,9,438,13,434,0,0,109,255,70
22,352,1607,1500,472,15,1013,15,472,15,472,0,0,124,275,73
22,353,1457,1000,416,5,579,5,415,19,401,0,0,85,238,78
22,354,1815,1500,471,5,1024,5,468,12,461,0,0,116,247,98
22,355,1452,1000,446,13,541,13,444,14,443,0,0,120,229,94
22,356,1870,1500,570,2,928,2,567,10,559,0,0,152,290,117
22,357,1834,1500,506,20,974,20,502,12,510,0,0,133,287,90
22,358,1667,1500,539,76,885,76,537,18,595,0,0,161,367,67
22,359,1579,1500,486,101,913,101,482,11,572,0,0,79,454,39
22,360,1137,1000,375,4,621,4,374,10,368,0,0,94,197,77
22,361,1794,1500,585,25,890,25,585,18,592,0,0,142,365,85
22,362,1849,1500,590,11,899,11,587,18,580,0,0,132,324,124
22,363,1672,1500,517,8,975,8,517,12,513,0,0,149,264,100
22,364,1863,1500,619,16,865,16,618,19,615,0,0,163,335,117
22,365,1760,1500,473,14,1013,14,473,11,476,0,0,148,245,83
22,366,1179,1000,385,3,612,3,383,5,381,0,0,99,224,58
22,367,1372,1000,439,12,549,12,439,13,438,0,0,123,235,80
22,368,2130,1500,515,11,974,11,515,10,516,0,0,159,249,108
22,369,1875,1500,562,5,933,5,515,12,508,0,0,79,344,85
22,370,2015,1500,531,16,950,16,531,20,527,3,0,159,280,88
22,371,2142,1500,596,29,875,29,595,18,606,0,0,160,328,118
22,372,2838,2000,830,18,1152,18,829,36,811,0,0,212,417,182
22,373,2190,2000,696,19,1285,19,695,21,693,0,0,228,341,124
22,374,2485,2000,617,11,1372,11,612,19,604,0,0,178,291,135
22,375,1763,1500,370,1,1129,1,369,5,365,0,0,42,243,80
22,376,2351,2000,501,0,1499,0,500,16,484,0,0,130,198,156
22,378,1628,1500,480,7,1013,7,478,16,469,0,0,127,253,89
22,379,1657,1500,452,12,1036,12,452,7,457,0,0,72,301,84
22,380,2210,2000,570,12,1418,12,569,20,561,0,0,114,337,110
22,381,1726,1500,489,10,1001,10,489,17,482,0,0,71,321,90
22,382,1792,1500,521,8,971,8,519,7,520,0,0,100,345,75
22,383,2437,2000,656,6,1338,6,655,21,640,0,0,148,353,139
22,384,1504,1500,355,7,1138,7,355,13,349,0,0,73,218,58
22,385,2275,2000,618,10,1372,10,618,21,607,0,0,106,379,122
22,386,2365,2000,632,17,1351,17,629,20,626,0,0,120,382,124
22,387,2609,2000,688,12,1300,12,688,21,679,0,0,136,389,154
22,388,2228,2000,647,16,1337,16,647,27,636,0,0,128,403,105
22,389,1974,1500,563,18,919,18,558,14,562,0,0,93,374,95
22,390,998,1000,243,1,756,1,243,7,237,0,0,37,161,39
22,391,2332,2000,649,9,1342,9,647,17,639,0,0,141,383,115
22,392,2066,1500,583,6,910,6,581,14,573,1,0,102,342,129
22,393,2367,2000,615,18,1367,18,615,19,614,0,0,102,384,128
22,394,1401,1000,370,9,621,9,370,5,374,0,0,60,253,61
22,395,1316,1000,400,8,593,8,391,12,387,0,1,77,242,68
22,396,2392,2000,651,58,1291,58,651,26,683,0,0,118,444,121
22,397,2143,2000,676,5,1319,5,673,50,628,0,0,134,362,132
22,398,1742,1500,445,17,1038,17,445,5,457,0,0,86,296,75
22,399,2078,1500,557,8,935,8,557,14,551,0,0,109,357,85
22,400,1160,1000,401,7,592,7,401,6,402,0,0,67,257,78
22,401,1825,1500,487,6,1007,6,487,21,472,0,0,77,344,51
22,403,668,1000,68,600,332,600,68,3,665,0,0,6,652,7
22,404,638,1000,308,330,362,330,308,13,625,0,0,8,595,22
22,405,346,500,335,11,154,11,335,6,340,0,0,3,332,5
22,406,381,1000,205,104,691,104,205,10,299,0,0,10,282,7
22,407,466,1000,370,95,535,95,370,11,454,0,0,7,436,11
22,408,201,500,120,81,299,81,120,9,192,0,0,17,140,35
22,409,115,500,113,0,387,0,113,19,94,0,0,1,92,1
23,2035,1807,1500,381,17,1102,17,364,10,371,0,0,30,310,31
23,2036,2287,2000,481,19,1500,19,480,23,476,0,0,86,295,95
23,2037,2298,2000,409,83,1508,83,409,24,468,0,0,69,322,77
23,2038,2180,2000,590,13,1397,13,590,17,586,0,0,72,452,62
23,2039,1240,1000,280,7,713,7,280,12,275,0,0,40,177,58
23,2040,1895,1500,367,7,1126,7,367,11,363,0,0,63,218,82
23,2041,1385,1500,325,6,1169,6,325,8,323,0,0,61,201,61
23,2042,1960,1500,470,7,1023,7,470,9,468,0,0,53,316,99
23,2043,1458,1500,333,9,1158,9,333,10,332,0,0,72,205,55
23,2044,1522,1500,323,12,1165,12,323,11,324,0,0,51,215,58
23,2045,1640,1500,363,3,1134,3,361,12,352,0,0,41,237,74
23,2046,1921,1500,423,12,1061,12,422,12,422,4,0,74,278,70
23,2047,2225,2000,498,123,1379,123,496,20,599,0,0,77,425,97
23,2048,1343,1000,275,10,715,10,274,8,276,0,0,48,170,58
23,2049,2312,2000,524,15,1461,15,523,8,530,0,0,100,318,112
23,2050,2169,2000,494,14,1492,14,494,19,489,0,0,39,396,54
23,2051,2467,2000,575,22,1403,22,573,26,569,0,0,138,340,91
23,2052,2480,2000,592,13,1395,13,589,19,583,0,0,118,326,139
23,2053,2345,2000,559,15,1426,15,558,17,556,0,0,114,343,99
23,2054,2422,2000,628,13,1359,13,627,16,624,0,0,78,410,136
23,2055,2039,1500,389,21,1090,14,375,10,379,0,0,53,256,70
23,2056,2215,2000,478,13,1509,13,477,14,476,0,0,90,300,86
23,2057,1862,1500,462,23,1015,23,461,8,476,0,0,78,324,74
23,2058,2381,2000,550,16,1434,16,550,10,556,0,0,91,373,92
23,2059,2325,2000,461,23,1516,23,461,13,471,0,0,65,337,69
23,2060,1736,1500,403,10,1087,10,402,12,400,0,0,78,240,82
23,2061,1740,1500,432,1,1067,1,432,8,425,0,0,90,230,105
23,2062,2056,1500,534,14,952,14,534,22,526,0,0,95,313,118
23,2063,1966,1500,417,22,1061,22,417,14,425,0,0,45,284,96
23,2064,2159,2000,422,15,1563,15,419,10,424,0,0,68,279,77
23,2065,2341,2000,510,19,1471,19,509,23,505,0,0,92,315,98
23,2066,1982,1500,405,13,1082,13,403,8,408,0,0,60,283,65
23,2067,2361,2000,529,13,1458,13,527,20,520,0,0,85,349,86
23,2068,1945,1500,469,21,1010,21,469,11,479,0,0,71,328,80
23,2069,1954,1500,502,16,982,16,501,12,505,0,0,83,327,95
23,2070,1579,1500,320,15,1165,15,318,4,329,0,0,42,228,59
23,2071,1658,1500,394,17,1089,17,394,0,411,0,0,48,310,53
23,2072,1814,1500,492,11,997,11,481,15,477,0,0,66,369,42
23,2073,1970,1500,458,13,1029,13,457,7,463,0,0,67,311,85
23,2074,1670,1500,450,22,1028,22,450,20,452,0,0,76,316,60
23,2075,1539,1500,1091,2,407,2,1091,0,1093,0,0,53,975,65
23,2076,1603,1500,505,16,979,16,505,9,512,0,0,79,348,85
23,2077,2417,2000,551,18,1431,18,550,7,561,0,0,91,373,97
23,2078,2487,2000,643,11,1346,11,641,13,639,0,0,76,458,105
23,2079,2563,2000,691,16,1293,16,688,18,686,0,0,128,427,131
23,2080,2621,2000,578,18,1404,18,577,20,575,0,0,97,378,100
23,2081,1965,1500,443,53,1004,53,443,23,473,0,0,54,307,112
23,2082,2050,1500,426,291,783,291,426,18,699,0,0,72,561,66
23,2083,1886,1500,435,77,988,77,435,12,500,0,0,93,333,74
23,2084,1822,1500,443,73,984,73,443,8,508,0,0,87,349,72
23,2085,2274,2000,579,13,1408,13,578,12,579,0,0,103,381,95
23,2086,2101,1500,480,218,802,218,480,20,678,0,0,92,483,103
23,2087,2787,2000,625,11,1364,11,624,19,616,0,0,139,349,128
23,2088,1918,1500,482,12,1006,12,481,16,477,0,0,88,294,95
23,2089,1816,1500,390,15,1095,15,390,17,388,0,0,79,231,78
23,2090,2200,2000,528,10,1462,10,526,19,517,0,0,98,320,99
23,2091,1989,1500,533,18,949,18,532,11,539,0,0,129,331,79
23,2092,1900,1500,799,10,691,10,595,12,593,0,0,110,408,75
23,2093,1892,1500,901,17,582,17,613,16,614,0,0,88,429,97
23,2094,1990,1500,705,30,765,30,703,3,730,0,0,50,605,75
23,2095,2151,2000,622,14,1364,14,608,64,558,0,0,97,375,86
23,2096,1926,1500,619,11,870,11,459,14,456,0,0,70,306,80
23,2097,2304,2000,893,8,1099,8,885,294,599,0,0,118,367,114
23,2098,1903,1500,542,58,900,58,469,5,522,0,0,84,356,82
23,2099,2153,2000,884,15,1101,15,679,28,666,0,0,90,461,115
23,2100,2037,1500,540,43,917,43,539,22,560,0,0,89,391,80
23,2101,383,383,189,156,38,156,189,18,327,0,0,38,232,57
23,2102,60,60,59,0,1,0,59,1,58,0,0,8,42,8
23,2378,196,500,34,115,351,115,34,4,145,0,0,17,119,9
23,2380,228,500,22,166,312,166,22,2,186,0,0,18,158,10
23,2381,234,500,36,164,300,164,36,4,196,0,0,18,158,20
23,2382,279,500,26,195,279,195,26,15,206,0,0,13,180,13
23,2383,102,500,31,63,406,63,31,3,91,0,0,18,65,8
23,2384,201,500,26,163,311,163,26,0,189,0,0,17,162,10
23,2385,190,500,25,157,318,157,25,3,179,0,0,11,150,18
23,2387,402,500,33,240,227,240,33,1,272,0,0,10,248,14
23,2388,121,500,49,47,404,47,49,1,95,0,0,12,74,9
23,2389,99,500,18,62,420,62,18,1,79,0,0,6,60,13
23,2391,187,500,24,133,343,133,24,0,157,0,0,11,134,12
23,2392,125,500,41,67,392,67,41,1,107,0,0,8,85,14
23,2393,224,500,42,147,311,147,42,0,189,0,0,17,158,14
23,2394,283,500,12,172,316,172,12,1,183,0,0,12,156,15
23,2395,281,500,44,156,300,156,44,2,198,0,0,8,173,17
24,1545,2041,1500,666,39,795,39,666,25,680,0,0,160,361,159
24,1546,1916,1500,481,3,1016,3,477,12,468,0,0,81,284,103
24,1547,1855,1500,503,2,995,2,501,14,489,0,0,100,350,39
24,1548,1605,1500,457,6,1037,6,454,11,449,0,0,50,340,59
24,1549,1486,1500,408,5,1087,5,406,10,401,0,0,72,251,78
24,1550,1291,1000,314,40,646,40,314,13,341,0,0,31,278,32
24,1551,1772,1500,425,17,1058,16,424,22,418,0,0,73,250,95
24,1552,1650,1500,520,14,966,14,520,13,521,0,0,60,387,74
24,1553,1858,1500,460,8,1032,8,459,17,450,0,0,78,272,100
24,1554,1962,1500,534,6,960,6,533,5,534,0,0,30,471,33
24,1555,2060,1500,562,9,929,9,562,18,553,0,0,75,377,101
24,1556,1959,1500,469,10,1021,10,469,3,476,0,0,30,427,19
24,1557,2097,1600,507,23,1070,23,507,16,514,0,0,88,328,98
24,1558,1922,1500,498,4,998,4,473,8,469,0,0,45,364,60
24,1559,1795,1500,455,9,1036,9,454,16,447,0,0,30,402,15
24,1560,1730,1500,512,10,978,10,512,17,505,0,0,51,414,40
24,1561,1845,1500,414,7,1079,7,414,7,414,0,0,66,270,78
24,1562,1624,1300,385,5,910,5,385,10,380,0,0,71,236,73
24,1563,1580,1300,327,5,968,5,327,11,321,0,0,31,235,55
24,1564,1603,1300,412,21,867,21,412,7,426,0,0,35,340,51
24,1565,1749,1300,438,11,851,11,438,13,436,0,0,68,330,38
24,1566,1390,1000,416,2,582,2,416,14,404,0,0,79,248,77
24,1567,1541,1300,434,11,855,11,434,13,432,0,0,111,236,85
24,1568,1520,1100,396,8,696,8,395,4,399,0,0,71,258,70
24,1569,2096,1600,520,12,1068,12,520,13,519,0,0,99,343,77
24,1570,1821,1500,480,6,1014,6,471,21,456,0,0,34,361,61
24,1571,1979,1500,475,12,1013,12,475,10,477,0,0,60,358,59
24,1572,2230,1700,528,10,1162,10,528,12,526,0,0,57,396,73
24,1573,1998,1500,593,21,886,21,593,0,614,0,0,65,503,46
24,1574,1639,1200,409,7,784,7,409,8,408,0,0,49,278,81
